player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Quinton Williams,102366,QB,HOWARD,3,2.63,2.35,3.66,4.9,115,184,76.7,60,62,5.2,1.84,1,1,1.6,66.1,41,7,10.9,63,54.8,5,18,,,,,70.4,53.9,76.5,,53.7,,,,,0,1,64,14.3,83.6,1.6,1,0,0,1,2,2,3.1,333,5.4,68.6,35,37,14.6,3.59,0,4,9.5,64.9,24,15,0.0,52,45.2,0,20,,,,,70.1,70.1,76.2,,72.7,,56.3,,,0,2,58,40.0,90.0,11.5,6,9,0,2,1,4,6.9,421,11.4
John Rhys Plumlee,97602,QB,UCF,3,2.65,2.38,3.81,5.31,115,323,82.5,57,57,4.3,1.77,0,1,1.7,78.9,45,7,4.3,58,50.4,2,22,,,,,70.3,79.8,76.3,,78.8,,,,,0,0,61,14.3,120.8,1.7,1,0,0,0,3,1,1.6,501,8.8,61.9,42,44,14.4,3.55,0,5,10.0,38.6,17,20,34.6,57,49.6,9,15,,,,,25.9,60.0,76.5,,57.8,,64.8,,,1,2,63,30.0,58.2,10.5,6,7,0,1,2,8,12.7,293,6.7
Jack Salopek,130662,QB,W MICHIGAN,3,2.86,2.57,3.24,5.51,115,347,64.4,45,46,7.0,1.97,0,0,0.0,60.9,28,11,3.4,48,41.7,1,10,,,,,69.5,50.7,75.4,,50.6,,,,,1,1,48,18.2,59.0,4.2,2,0,0,0,0,2,4.2,168,3.7,53.3,45,51,16.0,3.49,1,6,11.1,47.1,24,35,0.0,67,58.3,0,21,,,,,44.9,68.5,76.9,,74.0,,47.3,,,1,3,70,20.0,52.2,10.4,7,9,0,4,1,5,7.1,354,6.9
Drake Maye,143969,QB,N CAROLINA,3,2.7,2.41,3.73,4.53,115,245,89.1,55,56,5.4,1.89,0,1,1.7,82.1,46,12,6.1,57,49.6,3,23,,,,,70.3,80.8,76.3,,79.8,,,,,0,0,61,8.3,127.0,1.8,1,0,0,1,4,0,0.0,491,8.8,70.3,37,41,16.5,3.5,0,5,12.2,63.4,26,32,0.0,58,50.4,0,26,,,,,70.2,85.7,76.3,,85.3,,66.4,,,1,1,60,15.6,128.4,8.6,5,12,0,3,7,1,1.7,433,10.6
DJ Irons,145585,QB,AKRON,3,2.96,2.64,3.3,5.63,115,102,87.8,41,41,2.7,1.77,0,0,0.0,85.4,35,7,2.8,44,38.3,1,15,,,,,69.5,66.6,75.4,,66.1,,,,,0,0,47,42.9,102.3,6.8,3,0,0,0,1,1,2.1,271,6.6,63.8,47,54,14.4,3.69,0,2,3.6,51.9,28,34,6.7,71,61.7,2,19,,,,,53.6,65.7,77.0,,69.7,,51.1,,,1,0,73,20.6,80.0,9.9,7,10,0,6,1,1,1.4,370,6.9
Holton Ahlers,77651,QB,E CAROLINA,3,2.43,2.25,2.95,4.06,115,156,77.3,66,68,7.7,1.75,2,5,6.9,72.1,49,13,3.9,69,60.0,2,29,,,,,70.8,83.5,77.0,,82.3,,,,,0,1,73,7.7,113.7,1.4,1,0,0,0,5,2,2.7,541,8.0,70.0,30,32,12.0,3.44,0,1,2.9,56.3,18,23,14.3,46,40.0,3,15,,,,,69.6,79.2,75.5,,74.5,,71.5,,,0,1,49,21.7,90.2,10.9,5,9,0,2,2,1,2.0,257,8.0
Andrew Peasley,83581,QB,WYOMING,4,2.72,2.46,3.55,5.51,114,351,73.7,57,57,5.8,1.83,0,0,0.0,70.2,40,5,4.8,58,50.9,2,14,,,,,70.1,66.8,76.2,,66.3,,,,,0,0,58,20.0,88.3,1.7,1,0,0,0,1,1,1.7,299,5.2,64.3,42,46,11.0,3.65,0,2,4.1,47.8,22,18,18.5,56,49.1,5,15,,,,,41.1,37.8,76.2,,33.6,,63.4,,,1,2,59,5.6,64.9,1.8,1,9,0,3,2,6,10.2,293,6.4
Carter Bradley,77685,QB,S ALABAMA,3,2.19,2.06,2.5,3.81,113,288,81.7,71,73,4.2,1.7,1,2,2.7,71.2,52,10,10.3,75,66.4,6,29,,,,,71.0,69.3,77.3,,68.6,,,,,1,1,77,20.0,103.6,2.7,2,0,0,0,4,1,1.3,518,7.1,69.2,26,29,15.5,3.16,0,4,12.5,55.2,16,8,11.1,38,33.6,2,15,,,,,69.1,78.2,74.9,,77.3,,65.0,,,0,1,41,12.5,112.9,2.6,1,8,0,3,3,2,4.9,311,10.7
Hayden Wolff,98362,QB,DOMINION,3,2.51,2.42,2.98,4.17,113,263,74.1,54,57,7.5,1.92,3,1,1.7,63.2,36,15,10.0,58,51.3,4,16,,,,,41.5,63.5,76.3,,63.0,,,,,0,1,61,6.7,88.1,1.7,1,0,0,0,3,2,3.3,317,5.6,46.7,45,45,15.6,3.13,0,7,14.3,42.2,19,26,9.5,55,48.7,2,11,,,,,40.7,52.4,76.2,,50.1,,67.4,,,0,0,59,26.9,85.2,12.7,7,3,0,0,2,5,8.5,358,8.0
Chase Brice,60363,QB,APP STATE,3,2.51,2.25,4.98,4.27,113,108,74.6,59,60,7.6,1.75,0,5,7.8,68.3,41,9,6.8,60,53.1,3,23,,,,,70.4,84.0,76.5,,82.9,,,,,1,0,64,0.0,116.4,0.0,0,0,0,0,5,1,1.6,426,7.1,62.9,35,39,15.9,3.43,0,5,11.9,51.3,20,20,9.1,52,46.0,2,15,,,,,40.7,68.5,76.2,,71.0,,56.6,,,0,1,56,20.0,105.6,7.7,4,9,0,4,4,4,7.1,349,8.9
Miles Fallin,60415,QB,NWSTATE,3,2.49,2.24,3.23,4.15,112,257,74.6,63,63,6.5,1.83,0,4,6.1,69.8,44,15,6.4,65,58.0,3,17,,,,,70.6,71.4,76.8,,70.7,,,,,0,0,68,13.3,92.0,3.1,2,0,0,0,2,0,0.0,320,5.1,57.1,28,28,8.8,3.47,0,0,0.0,57.1,16,27,0.0,46,41.1,0,12,,,,,36.1,46.7,75.5,,45.4,,57.8,,,0,4,49,25.9,32.9,15.2,7,11,0,0,0,3,6.1,153,5.5
Hajj-Malik Williams,102348,QB,CAMPBELL,3,2.84,2.41,4.83,4.48,111,131,71.4,56,57,7.0,1.77,1,2,3.4,63.2,36,5,10.0,57,51.4,4,17,,,,,70.1,78.2,76.2,,77.3,,,,,0,3,58,0.0,74.6,0.0,0,0,0,0,2,1,1.7,412,7.2,66.7,30,32,16.7,3.97,0,5,15.6,53.1,17,24,15.0,54,48.6,3,20,,,,,70.0,76.1,75.9,,68.4,,73.6,,,0,1,55,29.2,76.2,13.0,7,15,0,2,1,2,3.6,249,7.8
Ben Bryant,77655,QB,CINCINNATI,3,2.33,2.2,2.9,4.3,111,138,75.0,60,60,5.9,1.76,0,1,1.6,71.7,43,8,4.4,62,55.9,2,22,,,,,70.4,67.7,76.6,,67.1,,,,,0,2,65,25.0,97.5,3.2,2,0,0,0,4,1,1.5,394,6.6,78.4,37,39,16.2,3.04,0,5,11.9,69.2,27,19,6.9,49,44.1,2,20,,,,,37.6,91.6,75.7,,92.2,,54.6,,,2,0,52,31.6,136.9,12.2,6,4,0,0,3,1,1.9,482,12.4
Tommy DeVito,60545,QB,ILLINOIS,3,2.51,2.32,2.93,5.23,111,187,89.7,58,58,4.4,1.75,0,2,3.3,82.8,48,3,7.7,58,52.3,4,25,,,,,70.3,90.1,76.3,,89.1,,,,,0,0,61,0.0,130.7,0.0,0,0,0,0,6,1,1.6,411,7.1,58.8,34,39,11.9,3.41,0,4,10.0,43.6,17,16,15.0,52,46.8,3,9,,,,,39.4,56.6,75.8,,56.0,,59.9,,,0,2,53,37.5,39.6,11.5,6,7,0,5,0,4,7.5,211,5.4
Jaden Jones,147558,QB,CAL POLY,3,2.77,2.31,3.77,4.96,111,129,79.2,53,53,4.8,1.71,0,1,1.8,69.8,37,5,11.9,53,47.7,5,18,,,,,70.0,83.7,75.9,,82.7,,,,,0,0,55,0.0,90.0,0.0,0,0,0,0,0,0,0.0,378,7.1,40.6,32,36,19.0,3.74,1,3,8.3,36.1,13,23,0.0,58,52.3,0,16,,,,,70.1,62.3,76.2,,61.1,,61.7,,,3,0,58,26.1,103.4,10.3,6,16,0,0,5,0,0.0,273,7.6
Bailey Fisher,88643,QB,GARD-WEBB,3,2.69,2.48,3.23,4.33,110,171,74.5,51,52,6.7,1.78,1,2,3.6,67.3,35,6,7.9,53,48.2,3,18,,,,,70.0,70.8,76.0,,70.1,,,,,0,1,56,16.7,88.5,1.9,1,0,0,0,2,1,1.8,319,6.1,69.4,36,41,15.5,3.52,1,5,10.9,58.5,24,31,4.0,57,51.8,1,19,,,,,25.6,67.8,18.7,,71.4,,56.2,,,0,1,63,22.6,91.4,12.3,7,9,0,4,1,4,6.3,419,10.2
Beau Allen,73936,QB,TARLETON,3,2.78,2.69,2.5,4.42,110,401,74.5,51,51,10.3,2.06,0,3,5.9,66.7,34,4,10.5,51,46.4,4,19,,,,,69.7,80.3,75.7,,79.3,,,,,0,0,51,0.0,119.0,0.0,0,0,0,0,5,1,2.0,351,6.9,55.3,47,52,17.6,3.4,1,7,13.2,42.3,22,21,15.4,59,53.6,4,20,,,,,70.2,68.8,76.3,,70.3,,55.6,,,3,3,60,4.8,57.5,1.7,1,6,0,1,1,5,8.3,471,9.1
JT Daniels,83578,QB,W VIRGINIA,3,2.39,2.33,3.23,4.25,110,343,80.6,62,62,5.4,1.76,0,0,0.0,75.8,47,9,6.0,64,58.2,3,27,,,,,43.3,72.8,76.6,,72.0,,,,,0,2,65,22.2,107.1,3.1,2,0,0,0,5,2,3.1,422,6.8,57.9,38,42,14.5,3.28,0,4,9.1,47.6,20,20,9.1,46,41.8,2,13,,,,,69.5,72.7,75.5,,74.4,,52.8,,,4,0,49,10.0,82.4,4.3,2,2,0,0,1,2,4.1,330,7.9
Jayden Daniels,97993,QB,LSU,3,2.97,2.44,3.48,4.96,110,211,87.8,49,49,4.3,1.78,0,1,2.0,81.6,40,5,7.0,51,46.4,3,22,,,,,69.8,69.3,75.7,,68.7,,,,,0,0,52,40.0,109.9,3.9,2,0,0,0,2,0,0.0,348,7.1,59.4,32,33,11.7,4.0,0,0,0.0,51.5,17,25,10.5,59,53.6,2,21,,,,,70.3,76.0,76.3,,58.4,,84.0,,,0,0,61,24.0,110.9,10.2,6,20,0,1,4,0,0.0,208,6.3
Hunter Dekkers,122511,QB,IOWA STATE,3,2.46,2.33,4.53,6.0,110,193,83.1,59,60,5.2,1.83,0,1,1.6,78.3,47,7,4.1,60,54.5,2,25,,,,,70.3,65.4,76.4,,64.8,,,,,0,2,62,0.0,109.1,0.0,0,0,0,1,5,2,3.2,411,6.9,75.0,44,45,8.5,3.22,0,3,5.9,68.9,31,22,6.1,50,45.5,2,17,,,,,70.0,84.0,76.0,,83.1,,61.7,,,0,1,56,13.6,103.4,6.0,3,2,0,1,3,1,1.8,334,7.4
Austin Aune,83528,QB,N TEXAS,4,2.57,2.49,1.9,5.6,109,251,72.6,62,62,9.9,1.97,0,3,4.5,61.3,38,7,15.6,63,57.8,7,29,,,,,70.5,81.3,76.7,,80.1,,,,,0,3,67,14.3,101.9,1.6,1,0,0,0,5,2,3.0,626,10.1,55.0,40,43,17.3,3.4,1,3,6.7,46.5,20,13,9.1,46,42.2,2,14,,,,,69.5,61.9,75.4,,64.1,,51.5,,,0,1,48,0.0,93.1,0.0,0,3,0,2,4,2,4.2,319,7.4
Seth Henigan,144267,QB,MEMPHIS,3,2.75,2.53,3.63,4.69,109,218,86.0,43,44,6.5,1.88,0,2,4.4,75.0,33,9,10.8,46,42.2,4,19,,,,,35.5,90.7,75.4,,90.4,,,,,0,0,47,22.2,128.7,4.3,2,0,0,1,2,1,2.1,517,11.8,67.4,46,49,15.3,3.43,0,3,5.5,59.2,29,22,6.5,62,56.9,2,18,,,,,70.6,78.0,76.8,,82.3,,52.0,,,0,0,68,18.2,114.6,6.5,4,9,0,3,4,0,0.0,423,8.6
Chase Cunningham,78533,QB,MIDDLE TN,3,2.41,2.17,3.36,4.97,109,224,84.8,66,67,4.4,1.67,1,3,4.2,79.1,53,15,5.4,68,62.4,3,21,,,,,70.8,69.6,77.0,,69.0,,,,,0,1,73,6.7,95.5,1.5,1,0,0,0,2,2,2.7,403,6.0,75.0,24,28,11.6,3.63,0,3,9.7,57.1,16,19,11.1,41,37.6,2,9,,,,,69.3,66.1,75.1,,67.8,,57.1,,,0,1,44,36.8,86.8,17.1,7,6,0,4,2,2,4.5,189,6.8
Michael Penix Jr.,82134,QB,WASHINGTON,3,2.45,2.42,,3.95,108,340,78.6,56,57,5.5,1.87,1,1,1.7,71.9,41,8,6.8,57,52.8,3,27,,,,,70.2,79.6,76.2,,78.7,,,,,0,1,59,0.0,125.0,0.0,0,0,0,0,6,1,1.7,481,8.4,66.7,48,49,17.0,3.09,0,6,11.5,59.2,29,14,9.4,51,47.2,3,26,,,,,69.9,89.3,76.0,,88.7,,60.3,,,0,0,54,0.0,129.5,0.0,0,2,0,1,4,0,0.0,598,12.2
Will Levis,83542,QB,KENTUCKY,3,2.8,2.55,3.08,5.57,108,202,84.4,45,48,5.0,1.85,1,0,0.0,75.0,36,6,5.3,50,46.3,2,22,,,,,69.8,78.6,75.8,,77.7,,,,,0,3,53,33.3,107.0,4.0,2,0,0,2,5,2,3.8,389,8.1,70.0,40,43,15.7,3.61,0,1,2.2,58.1,25,31,10.7,58,53.7,3,23,,,,,41.5,48.9,76.3,,53.3,,46.7,,,0,1,60,25.8,96.4,13.8,8,7,0,3,1,3,5.0,493,11.5
Malik Cunningham,60436,QB,LOUISVILLE,3,3.3,2.84,3.56,5.91,107,210,81.3,32,33,6.2,1.98,1,1,2.8,78.8,26,4,0.0,33,30.8,0,14,,,,,68.7,68.7,74.4,,68.1,,,,,0,0,36,0.0,108.0,0.0,0,0,0,0,1,0,0.0,247,7.5,58.7,46,52,10.8,3.89,0,2,3.6,48.1,25,30,7.4,74,69.2,2,17,,,,,28.0,58.9,77.3,,51.9,,70.9,,,0,3,78,26.7,46.0,10.8,8,14,0,6,0,6,7.7,348,6.7
Taylor Powell,60459,QB,E MICHIGAN,3,2.66,2.43,3.67,5.78,107,160,83.9,56,57,6.2,1.82,0,4,6.8,70.2,40,12,14.9,58,54.2,7,18,,,,,70.2,63.6,76.3,,63.2,,,,,0,2,60,8.3,99.1,1.7,1,0,0,1,4,2,3.3,407,7.1,69.4,36,38,11.1,3.67,0,4,9.1,60.5,23,21,8.0,49,45.8,2,11,,,,,70.0,67.1,75.9,,69.3,,54.2,,,0,3,55,28.6,48.8,12.2,6,5,0,2,0,3,5.5,266,7.0
Theo Day,83515,QB,N IOWA,3,2.73,2.53,3.5,5.33,106,255,73.1,52,52,7.3,2.09,0,2,3.6,67.3,35,14,7.9,53,50.0,3,23,,,,,70.0,85.2,76.0,,84.0,,,,,0,0,56,7.1,100.2,1.9,1,0,0,0,1,0,0.0,445,8.6,66.7,42,43,15.6,3.37,0,3,6.7,58.1,25,25,10.7,53,50.0,3,20,,,,,24.3,66.8,16.8,,75.7,,40.5,,,0,3,55,16.0,96.2,7.5,4,6,0,1,4,4,7.3,451,10.5
Doug Brumfield,128348,QB,UNLV,3,2.9,2.35,4.31,5.29,106,325,91.5,47,49,6.0,1.79,0,2,4.0,79.6,39,8,9.3,50,47.2,4,23,,,,,30.9,86.4,75.7,,85.3,,,,,2,0,51,12.5,147.5,2.0,1,0,0,0,6,2,3.9,485,9.9,72.7,33,35,13.2,3.89,0,2,5.6,57.1,20,26,16.7,56,52.8,4,19,,,,,41.1,84.0,76.2,,77.5,,74.7,,,1,1,59,23.1,81.5,10.7,6,15,0,1,1,1,1.7,287,8.2
Jeff Sims,122496,QB,GA TECH,3,2.55,2.23,2.59,5.03,105,176,72.7,55,56,3.6,1.86,1,0,0.0,64.3,36,11,10.0,61,58.1,4,13,,,,,70.3,64.0,76.3,,63.5,,,,,0,0,61,45.5,74.0,8.2,5,0,0,0,0,1,1.6,247,4.4,60.7,28,29,16.6,3.52,0,0,0.0,44.8,13,19,23.5,44,41.9,4,10,,,,,35.2,49.3,75.2,,53.2,,51.7,,,1,2,45,21.1,47.6,9.1,4,11,0,0,1,3,6.7,177,6.1
Marquez McCray,109056,QB,SACR HEART,3,2.49,2.43,3.02,4.05,105,280,82.1,56,58,6.6,1.73,0,3,4.8,72.4,42,9,8.7,59,56.2,4,19,,,,,70.4,81.9,76.5,,80.9,,,,,0,1,63,11.1,86.0,1.7,1,0,0,2,1,1,1.6,348,6.0,41.7,24,35,13.1,3.54,0,0,0.0,28.6,10,31,0.0,45,42.9,0,8,,,,,69.5,30.1,75.4,,28.6,,69.0,,,1,1,48,25.8,28.5,17.8,8,2,0,10,0,2,4.2,112,3.2
Grant Wells,97784,QB,VA TECH,3,2.79,2.68,2.43,4.82,105,337,74.4,43,43,5.6,1.9,0,0,0.0,72.1,31,6,3.1,44,41.9,1,17,,,,,69.5,59.6,75.4,,59.3,,,,,0,1,47,16.7,92.1,2.3,1,0,0,0,2,1,2.1,249,5.8,69.4,49,53,12.4,3.44,1,2,3.6,60.4,32,19,5.9,61,58.1,2,22,,,,,70.4,80.5,76.5,,79.7,,63.9,,,0,3,64,10.5,73.0,3.3,2,6,0,3,2,2,3.1,402,7.6
Kurtis Rourke,97998,QB,OHIO,3,2.89,2.78,3.5,5.4,105,259,92.9,42,43,4.5,1.97,1,1,2.3,88.4,38,6,2.6,44,41.9,1,18,,,,,69.3,78.1,75.2,,77.3,,,,,0,1,45,16.7,120.3,2.3,1,0,0,0,4,2,4.4,333,7.7,57.1,49,54,11.7,3.55,1,3,5.2,42.6,23,26,17.9,61,58.1,5,15,,,,,70.5,60.9,76.6,,60.9,,58.6,,,1,1,65,15.4,61.1,6.6,4,3,0,3,1,3,4.6,325,6.0
Payton Thorne,101629,QB,MICH STATE,3,2.86,2.62,3.62,6.12,105,223,83.3,48,50,5.3,1.87,2,0,0.0,76.0,38,5,5.0,50,47.6,2,22,,,,,70.0,69.7,76.0,,69.1,,,,,0,0,56,0.0,114.7,0.0,0,0,0,0,2,0,0.0,431,8.6,54.8,42,44,16.7,3.77,0,4,8.5,50.0,22,24,4.3,55,52.4,1,17,,,,,70.1,64.3,76.2,,60.5,,70.0,,,1,4,58,20.8,75.7,9.1,5,6,0,1,5,5,8.6,337,7.7
Tommy Schuster,108954,QB,N DAKOTA,3,2.91,2.68,4.27,4.84,104,249,87.5,48,52,2.4,1.83,4,0,0.0,78.8,41,3,2.4,52,50.0,1,19,,,,,70.0,66.8,76.0,,66.3,,,,,0,1,55,0.0,102.2,0.0,0,0,0,0,3,1,1.8,304,5.8,71.4,35,40,10.0,3.99,1,3,7.1,60.0,24,17,4.0,52,50.0,1,15,,,,,69.8,73.5,75.9,,76.4,,56.9,,,1,0,54,17.6,103.0,5.8,3,9,0,3,2,2,3.7,329,8.2
Spencer Sanders,77660,QB,OKLA STATE,3,2.6,2.37,4.13,5.42,104,262,78.6,56,56,7.1,1.83,0,1,1.7,71.4,40,5,9.1,56,53.8,4,28,,,,,70.2,79.6,76.3,,78.6,,,,,0,1,60,0.0,122.0,0.0,0,0,0,0,5,1,1.7,512,9.1,67.6,34,39,13.9,3.5,1,2,4.4,56.4,22,20,4.3,48,46.2,1,16,,,,,70.0,64.0,75.9,,68.0,,50.7,,,2,0,55,15.0,131.8,6.3,3,6,0,2,5,1,1.8,404,10.4
Henry Colombi,60583,QB,MARSHALL,3,2.72,2.28,4.29,4.58,104,214,88.7,53,54,2.0,1.72,1,0,0.0,83.3,45,4,4.3,54,51.9,2,22,,,,,70.0,76.3,75.9,,75.5,,,,,0,0,55,0.0,122.2,0.0,0,0,0,0,3,0,0.0,480,8.9,70.4,27,27,10.6,3.87,0,2,6.9,66.7,18,24,5.3,49,47.1,1,13,,,,,38.6,62.6,75.8,,67.2,,55.2,,,0,2,53,37.5,70.8,18.4,9,13,0,0,1,2,3.8,205,7.6
Miles Hastings,103943,QB,UC DAVIS,3,2.36,2.28,3.55,3.9,103,322,77.8,63,63,5.0,1.84,0,1,1.6,73.0,46,5,6.1,64,62.1,3,25,,,,,70.5,78.5,76.6,,77.5,,,,,0,2,65,20.0,102.9,1.6,1,0,0,0,4,2,3.1,485,7.7,66.7,30,34,11.4,3.2,0,1,2.6,52.9,18,10,10.0,39,37.9,2,10,,,,,69.3,47.5,75.1,,49.7,,51.8,,,0,2,44,30.0,77.3,7.7,3,2,0,4,3,2,4.5,214,6.3
Kasim Hill,60444,QB,RHODE ISLD,3,2.89,2.76,2.83,4.93,102,274,69.8,43,45,7.5,1.95,0,1,2.1,62.2,28,13,6.7,48,47.1,2,15,,,,,69.7,55.3,75.7,,55.1,,,,,1,0,51,23.1,109.3,6.3,3,0,0,1,3,1,2.0,358,8.0,55.3,38,45,16.9,3.73,0,1,2.1,40.0,18,18,14.3,54,52.9,3,16,,,,,39.9,60.2,76.1,,57.1,,67.2,,,1,2,57,16.7,70.4,5.6,3,6,0,6,3,3,5.3,338,7.5
Darren Grainger,78496,QB,GA STATE,3,2.73,2.5,2.98,5.12,102,175,56.8,37,38,6.9,1.77,1,0,0.0,47.4,18,5,14.3,38,37.3,3,7,,,,,68.9,60.8,74.7,,60.4,,,,,0,1,39,0.0,69.4,0.0,0,0,0,0,3,0,0.0,97,2.6,69.6,46,50,16.5,3.35,1,5,8.5,56.0,28,22,12.5,63,61.8,4,23,,,,,70.8,83.9,77.0,,83.6,,63.9,,,2,1,73,18.2,118.9,6.3,4,9,0,1,5,2,2.7,542,10.8
Brady Cook,124199,QB,MISSOURI,3,2.63,2.38,3.0,4.81,102,229,73.6,53,53,7.3,1.76,0,1,1.9,66.0,35,3,10.3,54,52.9,4,12,,,,,40.2,62.4,75.9,,62.0,,,,,0,1,55,33.3,82.9,1.9,1,0,0,0,2,4,7.3,268,5.1,76.7,30,33,13.2,3.77,1,2,5.9,63.6,21,21,8.7,46,45.1,2,17,,,,,69.5,78.9,75.5,,75.4,,69.5,,,0,2,47,4.8,96.8,2.2,1,12,0,2,2,2,4.3,370,11.2
Zion Turner,158636,QB,UCONN,4,2.72,2.4,3.56,5.38,101,146,75.0,52,55,3.0,1.78,2,0,0.0,65.5,36,8,7.7,56,55.4,3,15,,,,,40.7,54.4,76.2,,54.2,,,,,0,1,58,12.5,97.3,1.8,1,0,0,1,4,2,3.4,317,5.8,44.8,29,32,12.2,3.88,0,2,6.3,25.0,8,22,38.5,45,44.6,5,7,,,,,34.9,50.4,75.3,,44.9,,64.8,,,1,2,46,18.2,13.5,8.9,4,9,0,2,0,4,8.7,73,2.3
Dante Perri,143112,QB,LEHIGH,3,2.54,2.41,3.0,4.95,101,205,78.2,55,56,4.3,1.79,1,0,0.0,69.6,39,8,9.3,56,55.4,4,17,,,,,70.2,74.6,76.3,,73.8,,,,,0,1,60,0.0,80.1,0.0,0,0,0,0,1,1,1.7,288,5.1,71.0,31,36,9.8,3.46,0,0,0.0,50.0,18,22,18.2,45,44.6,4,11,,,,,35.5,54.0,75.4,,58.3,,47.1,,,0,2,47,22.7,79.1,11.1,5,4,0,5,3,3,6.4,265,7.4
Ian Corwin,109017,QB,DRAKE,3,3.22,2.77,4.52,4.75,101,153,56.8,44,44,10.7,2.04,0,3,6.8,43.2,19,7,24.0,44,43.6,6,11,,,,,69.3,59.4,75.1,,59.2,,,,,0,2,44,0.0,49.6,0.0,0,0,0,0,1,4,9.1,242,5.5,51.9,27,33,14.2,4.14,0,1,2.9,39.4,13,30,7.1,57,56.4,1,15,,,,,25.4,48.6,76.3,,44.6,,60.8,,,0,2,61,30.0,57.6,15.8,9,15,0,6,3,4,6.6,140,4.2
Gevani McCoy,147609,QB,IDAHO,3,2.99,2.57,3.69,5.12,101,185,80.5,41,43,5.2,1.85,2,2,4.3,74.4,32,9,3.0,44,43.6,1,11,,,,,69.5,80.2,75.4,,79.4,,,,,0,0,48,11.1,123.3,2.3,1,0,0,0,4,0,0.0,291,6.8,62.9,35,36,11.5,3.86,0,2,5.6,52.8,19,36,13.6,57,56.4,3,16,,,,,70.1,70.2,76.2,,73.2,,57.8,,,0,2,58,25.0,66.9,15.8,9,12,0,1,1,2,3.4,300,8.3
Bret Bushka,108927,QB,BUTLER,3,2.57,2.36,3.67,4.5,100,127,82.4,51,54,2.6,1.68,3,0,0.0,74.1,40,6,4.8,54,54.0,2,14,,,,,70.1,61.3,76.1,,60.9,,,,,0,2,57,0.0,94.6,0.0,0,0,0,0,4,1,1.8,279,5.2,66.7,27,33,11.8,3.69,0,3,9.1,54.5,18,18,0.0,45,45.0,0,16,,,,,34.3,67.0,75.2,,54.9,,80.0,,,0,1,45,16.7,99.7,6.7,3,9,0,6,2,2,4.4,353,10.7
Caleb Williams,144622,QB,USC,3,3.19,2.7,5.56,6.98,100,326,90.2,41,41,5.0,1.79,0,0,0.0,87.8,36,4,2.7,42,42.0,1,23,,,,,69.3,82.8,75.1,,81.8,,,,,0,0,44,25.0,148.1,2.4,1,0,0,0,5,0,0.0,412,10.0,72.1,43,45,12.7,4.2,0,2,3.9,62.2,28,26,9.7,58,58.0,3,22,,,,,43.0,72.5,76.5,,71.3,,63.9,,,0,0,64,26.9,118.9,12.1,7,6,0,2,3,2,3.1,462,10.3
Bryce Young,123943,QB,ALABAMA,3,2.91,2.58,3.4,5.28,100,103,78.3,46,47,5.4,1.74,0,1,2.1,72.3,34,3,5.6,48,48.0,2,16,,,,,69.6,67.1,75.5,,66.6,,,,,0,1,49,33.3,99.0,2.1,1,0,0,1,3,0,0.0,273,5.8,75.8,33,38,12.5,4.0,0,1,2.5,63.2,24,26,4.0,52,52.0,1,28,,,,,69.9,82.6,75.9,,71.9,,82.0,,,2,1,54,11.5,124.0,5.8,3,11,0,3,6,3,5.6,371,9.8
Garrett Shrader,98212,QB,SYRACUSE,3,3.04,2.57,3.28,5.23,100,304,81.8,44,44,7.1,1.92,0,1,2.2,72.7,32,9,11.1,45,45.0,4,20,,,,,69.4,87.3,75.3,,86.2,,,,,0,0,46,11.1,120.0,2.2,1,0,0,0,3,0,0.0,365,8.3,66.7,30,34,14.3,3.96,0,3,7.3,55.9,19,32,5.0,55,55.0,1,23,,,,,70.4,83.0,76.5,,75.4,,76.1,,,2,0,64,15.6,130.4,9.1,5,16,0,2,5,3,4.7,344,10.1
