"player","team_name","avg_depth_of_target","contested_receptions","contested_targets","drops","grades_offense","grades_pass_route","inline_snaps","pass_plays","receptions","routes","slot_snaps","targeted_qb_rating","targets","touchdowns","wide_snaps","yards","yards_after_catch","yards_after_catch_per_reception","yards_per_reception","yprr","week","join"
"Spencer Brown","CAR",-2,0,0,1,59.6,41.4,0,10,2,8,1,71.5,3,0,0,10,12,6,5,1.25,9,"CAR9"
"Antonio Gibson","WAS",-1.7,0,0,0,57.3,57.4,0,22,2,18,1,72.9,3,0,5,11,11,5.5,5.5,0.61,9,"WAS9"
"Deon Jackson","IND",3.3,0,0,0,47.8,56.8,0,25,2,20,0,75.7,3,0,1,13,5,2.5,6.5,0.65,9,"IND9"
"Tyquan Thornton","NE",13.7,0,0,0,53.9,53.4,0,23,1,23,2,42.4,3,0,21,5,0,0,5,0.22,9,"NE9"
"Isaiah McKenzie","BUF",2.3,0,1,0,58.8,56.8,0,30,2,29,24,74.3,3,0,6,12,9,4.5,6,0.41,9,"BUF9"
"A.J. Dillon","GB",2.3,0,0,0,58.2,29.5,0,37,2,28,0,71.5,3,0,4,10,6,3,5,0.36,9,"GB9"
"Jonnu Smith","NE",-3,0,0,0,58.9,80.9,8,14,3,13,4,95.8,3,0,0,21,30,10,7,1.62,9,"NE9"
"Noah Gray","KC",13,1,1,0,64,72.6,20,29,3,27,6,118.8,3,0,3,45,6,2,15,1.67,9,"KC9"
"D'Onta Foreman","CAR",-0.3,0,0,0,50.9,60.2,0,14,2,11,0,70.1,3,0,0,-2,0,0,-1,-0.18,9,"CAR9"
"Ameer Abdullah","LV",4.7,0,1,0,61.5,58.5,0,14,1,11,0,42.4,3,0,0,8,13,13,8,0.73,9,"LV9"
"Jelani Woods","IND",15,1,2,1,29.7,29.9,7,12,1,10,3,42.4,3,0,2,2,0,0,2,0.2,9,"IND9"
"Dalvin Cook","MIN",4.7,1,1,1,53.2,46.1,3,38,2,28,0,109.7,3,1,1,9,2,1,4.5,0.32,9,"MIN9"
"Curtis Samuel","WAS",19.7,1,1,0,82.6,75,0,28,3,26,15,158.3,3,1,12,65,6,2,21.7,2.5,9,"WAS9"
"Robbie Anderson","ARZ",8.7,0,0,1,41,46.2,0,40,1,38,7,42.4,3,0,33,-4,0,0,-4,-0.11,9,"ARZ9"
"C.J. Uzomah","NYJ",1.3,1,1,0,79.5,82.9,8,10,3,10,1,88.9,3,0,1,16,12,4,5.3,1.6,9,"NYJ9"
"Kalif Raymond","DET",-3.3,0,0,0,63.4,63.5,0,28,3,25,11,90.3,3,0,17,17,27,9,5.7,0.68,9,"DET9"
"Trent Sherfield","MIA",4.7,1,1,0,59.9,60.3,0,20,3,18,9,104.2,3,0,10,27,13,4.3,9,1.5,9,"MIA9"
"Travis Homer","SEA",0.3,0,0,0,68,67.7,0,16,3,13,3,101.4,3,0,0,25,24,8,8.3,1.92,9,"SEA9"
"Chigoziem Okonkwo","TEN",5.3,0,0,0,81.3,86,6,9,1,7,2,81.9,3,0,1,48,52,52,48,6.86,9,"TEN9"
"Kenneth Gainwell","PHI",0.7,1,1,0,63.9,71.3,0,10,3,9,1,88.9,3,0,0,16,14,4.7,5.3,1.78,9,"PHI9"
"Josh Oliver","BLT",3.7,0,0,0,65.9,65.7,7,15,1,12,5,56.3,3,0,3,19,18,18,19,1.58,9,"BLT9"
"Alec Pierce","IND",3.5,0,1,0,56.3,56.1,0,36,1,34,3,91.7,2,0,33,23,21,21,23,0.68,9,"IND9"
"DeSean Jackson","BLT",32,1,2,0,91.1,89.9,0,7,1,5,2,77.1,2,0,5,16,0,0,16,3.2,9,"BLT9"
"Robert Woods","TEN",14.5,0,1,0,56.1,52.7,0,18,0,16,7,39.6,2,0,11,0,0,NA,NA,0,9,"TEN9"
"Rex Burkhead","HST",8.5,0,0,0,67.4,65.9,0,12,1,9,0,56.3,2,0,2,6,6,6,6,0.67,9,"HST9"
"Logan Thomas","WAS",13.5,0,0,0,56,50.1,8,27,0,22,19,0,2,0,0,0,0,NA,NA,0,9,"WAS9"
"Breshad Perriman","TB",1.5,0,0,1,45.1,45.8,0,17,1,17,2,56.3,2,0,15,1,2,2,1,0.06,9,"TB9"
"Chris Manhertz","JAX",4,0,0,1,35.9,30.5,10,10,1,6,0,58.3,2,0,0,7,0,0,7,1.17,9,"JAX9"
"Kenyan Drake","BLT",-2.5,0,0,0,79.8,86.4,0,15,2,12,4,100,2,0,0,16,21,10.5,8,1.33,9,"BLT9"
"O.J. Howard","HST",8,0,0,0,62,65.1,13,15,1,12,1,72.9,2,0,1,14,11,11,14,1.17,9,"HST9"
"Evan Engram","JAX",2.5,0,0,0,51.6,59.5,7,20,1,18,6,60.4,2,0,7,8,10,10,8,0.44,9,"JAX9"
"Samaje Perine","CIN",0,0,0,0,73.8,55.8,0,16,1,11,0,56.3,2,0,4,3,2,2,3,0.27,9,"CIN9"
"Trent Taylor","CIN",2.5,0,0,0,58,56.8,0,9,2,9,5,95.8,2,0,4,14,9,4.5,7,1.56,9,"CIN9"
"Aaron Jones","GB",-3,0,0,0,67.9,70.6,0,17,2,15,3,108.3,2,0,2,20,26,13,10,1.33,9,"GB9"
"Mo Alie-Cox","IND",5.5,0,0,0,48.4,52.1,9,21,2,19,8,93.8,2,0,4,13,2,1,6.5,0.68,9,"IND9"
"James Robinson","NYJ",-5,0,0,0,62.6,70,0,10,2,9,0,118.8,2,1,0,5,15,7.5,2.5,0.56,9,"NYJ9"
"K.J. Osborn","MIN",12,0,1,0,49.6,50.1,0,39,0,38,23,39.6,2,0,16,0,0,NA,NA,0,9,"MIN9"
"KhaDarel Hodge","ATL",15.5,0,1,0,75.6,71,0,5,1,5,1,83.3,2,0,4,19,1,1,19,3.8,9,"ATL9"
"Bennett Skowronek","LA",5,0,0,0,55,52.2,0,16,0,16,13,39.6,2,0,3,0,0,NA,NA,0,9,"LA9"
"Juwan Johnson","NO",5.5,0,0,0,65.4,62.3,14,31,2,29,16,158.3,2,1,1,42,31,15.5,21,1.45,9,"NO9"
"D'Wayne Eskridge","SEA",1.5,0,1,0,50.7,50.6,0,27,0,24,18,39.6,2,0,9,0,0,NA,NA,0,9,"SEA9"
"Ko Kieft","TB",3,0,0,0,56.5,57,2,4,1,4,0,56.3,2,0,0,6,1,1,6,1.5,9,"TB9"
"Jack Stoll","PHI",7,0,0,0,59.9,69.9,9,13,1,10,1,70.8,2,0,2,13,4,4,13,1.3,9,"PHI9"
"John Bates","WAS",8,0,0,0,51.7,52.3,10,13,1,8,1,56.3,2,0,0,5,10,10,5,0.63,9,"WAS9"
"Olamide Zaccheaus","ATL",8,1,1,0,59.7,59.5,0,20,2,20,13,106.3,2,0,7,19,3,1.5,9.5,0.95,9,"ATL9"
"David Montgomery","CHI",1,0,0,0,62.7,59.6,0,30,1,20,1,60.4,2,0,0,8,7,7,8,0.4,9,"CHI9"
"Tyler Conklin","NYJ",5.5,0,0,0,52.6,54.9,15,24,1,23,7,58.3,2,0,2,7,4,4,7,0.3,9,"NYJ9"
"Mike Gesicki","MIA",3.5,0,0,0,49.9,49.7,9,22,1,19,7,56.3,2,0,6,3,3,3,3,0.16,9,"MIA9"
"Braxton Berrios","NYJ",-1,0,0,0,63.1,63.2,0,11,1,11,8,56.3,2,0,3,6,7,7,6,0.55,9,"NYJ9"
"Equanimeous St. Brown","CHI",21.5,0,0,1,43.3,44.7,3,33,0,26,10,39.6,2,0,20,0,0,NA,NA,0,9,"CHI9"
"James Proche","BLT",7.5,0,0,0,78.9,77.9,0,9,2,8,7,112.5,2,0,2,22,7,3.5,11,2.75,9,"BLT9"
"Cedrick Wilson","MIA",3.5,0,0,0,88,81.3,0,6,2,6,3,114.6,2,0,3,23,16,8,11.5,3.83,9,"MIA9"
"N'Keal Harry","CHI",9.5,0,0,0,54.3,56.1,0,10,1,9,2,56.3,2,0,8,6,0,0,6,0.67,9,"CHI9"
"Colby Parkinson","SEA",-2.5,0,0,0,68.7,68.5,7,10,2,9,3,79.2,2,0,0,6,11,5.5,3,0.67,9,"SEA9"
"Brian Robinson Jr.","WAS",-3.5,1,1,0,65.4,60.5,0,13,2,11,0,79.2,2,0,1,-6,1,0.5,-3,-0.55,9,"WAS9"
"Travis Etienne","JAX",0,0,0,0,77.6,59.8,0,25,2,22,1,102.1,2,0,1,17,17,8.5,8.5,0.77,9,"JAX9"
"Clyde Edwards-Helaire","KC",9,0,0,0,54.4,56.3,0,13,1,10,2,72.9,2,0,1,14,0,0,14,1.4,9,"KC9"
"DeVonta Smith","PHI",7,0,0,0,54.8,57.2,0,35,2,33,9,112.5,2,0,26,22,8,4,11,0.67,9,"PHI9"
"Kadarius Toney","KC",1,0,0,0,72.5,70.3,1,8,2,6,4,91.7,2,0,3,12,10,5,6,2,9,"KC9"
"Shi Smith","CAR",6,0,0,0,55.2,55.6,0,27,1,27,23,85.4,2,0,4,20,17,17,20,0.74,9,"CAR9"
"Quez Watkins","PHI",5.5,0,0,0,63.5,60.7,0,22,2,20,18,118.8,2,0,4,25,14,7,12.5,1.25,9,"PHI9"
"Christian Watson","GB",7.5,0,0,0,72.6,72.3,2,12,2,12,5,116.7,2,0,5,24,9,4.5,12,2,9,"GB9"
"James Mitchell","DET",5.5,0,0,0,84.8,84.9,2,6,2,4,4,122.9,2,1,0,8,3,1.5,4,2,9,"DET9"
"Brevin Jordan","HST",8,0,0,0,50,60.7,10,22,1,20,7,56.3,2,0,5,5,8,8,5,0.25,9,"HST9"
"Tom Kennedy","DET",3.5,0,0,0,50.6,60,0,21,1,19,5,77.1,2,0,16,16,14,14,16,0.84,9,"DET9"
"Dan Arnold","JAX",17,0,0,0,69.3,65.5,3,9,1,8,2,118.8,1,0,4,19,2,2,19,2.38,9,"JAX9"
"Raheem Mostert","MIA",-1,0,0,1,51.2,29.8,0,17,0,12,2,39.6,1,0,1,0,0,NA,NA,0,9,"MIA9"
"Ke'Shawn Vaughn","TB",-2,0,0,0,59,59.7,0,1,0,1,0,39.6,1,0,0,0,0,NA,NA,0,9,"TB9"
"Michael Burton","KC",5,0,0,0,57.6,81.5,0,2,1,1,0,104.2,1,0,0,9,4,4,9,9,9,"KC9"
"Eno Benjamin","ARZ",4,0,0,0,63.5,71.2,0,12,1,11,4,118.8,1,0,1,15,11,11,15,1.36,9,"ARZ9"
"Justice Hill","BLT",4,0,0,0,57.6,57.7,0,10,1,9,2,100,1,0,0,8,4,4,8,0.89,9,"BLT9"
"MyCole Pruitt","ATL",5,0,0,0,70.6,82.9,5,6,1,4,1,91.7,1,0,0,6,1,1,6,1.5,9,"ATL9"
"Alexander Mattison","MIN",0,1,1,0,56.1,58.9,1,6,1,6,0,79.2,1,0,2,0,0,0,0,0,9,"MIN9"
"Dontrell Hilliard","TEN",-4,0,0,0,57.3,56.6,2,10,1,6,2,79.2,1,0,1,-4,0,0,-4,-0.67,9,"TEN9"
"Mike Davis","BLT",-4,0,0,0,61.3,65.5,0,1,1,1,0,95.8,1,0,0,7,11,11,7,7,9,"BLT9"
"Michael Carter","NYJ",-5,0,0,0,86.7,64.9,0,15,1,12,1,108.3,1,0,0,10,15,15,10,0.83,9,"NYJ9"
"Avery Williams","ATL",1,0,0,0,62.3,64.2,0,3,1,2,0,79.2,1,0,0,2,1,1,2,1,9,"ATL9"
"Luke Farrell","JAX",2,0,0,0,73,85.3,3,4,1,3,1,118.8,1,0,0,15,13,13,15,5,9,"JAX9"
"Greg Dortch","ARZ",-5,0,0,0,44,57.7,0,4,1,3,3,79.2,1,0,1,-5,0,0,-5,-1.67,9,"ARZ9"
"Darrell Henderson","LA",0,0,0,0,65.5,57.2,0,13,0,11,0,39.6,1,0,0,0,0,NA,NA,0,9,"LA9"
"Jalen Camp","HST",7,1,1,0,69.8,69.3,0,6,1,5,3,95.8,1,0,3,7,0,0,7,1.4,9,"HST9"
"Kylen Granson","IND",3,0,0,1,37.3,44,2,18,0,16,14,0,1,0,2,0,0,NA,NA,0,9,"IND9"
"Shane Zylstra","DET",4,0,0,0,72.3,66.5,4,10,1,8,3,118.8,1,1,3,1,0,0,1,0.13,9,"DET9"
"Devin Asiasi","CIN",30,0,0,0,66,55.4,2,2,0,2,0,39.6,1,0,0,0,0,NA,NA,0,9,"CIN9"
"Amari Rodgers","GB",18,0,1,0,52,54.1,0,11,0,9,10,39.6,1,0,1,0,0,NA,NA,0,9,"GB9"
"Laviska Shenault Jr.","CAR",0,0,0,0,54.8,57.7,0,2,0,2,1,39.6,1,0,1,0,0,NA,NA,0,9,"CAR9"
"Skyy Moore","KC",48,0,0,0,49.7,50.3,1,22,0,19,6,39.6,1,0,15,0,0,NA,NA,0,9,"KC9"
"Devin Duvernay","BLT",3,0,0,0,53.6,52.9,1,22,1,20,9,87.5,1,0,12,5,2,2,5,0.25,9,"BLT9"
"Chris Conley","TEN",27,0,1,1,37.3,40.2,0,3,0,3,0,39.6,1,0,3,0,0,NA,NA,0,9,"TEN9"
"Kevin White","NO",4,0,0,0,63.4,62.7,0,15,1,14,1,108.3,1,0,14,10,6,6,10,0.71,9,"NO9"
"Tyron Johnson","HST",-2,0,0,0,54.9,54.5,0,14,1,13,0,100,1,0,14,8,10,10,8,0.62,9,"HST9"
"Sony Michel","LAC",3,0,0,1,42.1,26.9,0,10,0,5,0,39.6,1,0,0,0,0,NA,NA,0,9,"LAC9"
"Troy Hairston II","HST",3,0,0,1,32.7,25.7,0,4,0,2,0,39.6,1,0,0,0,0,NA,NA,0,9,"HST9"
"David Bakhtiari","GB",4,0,0,0,65.5,60,0,29,0,1,0,0,1,0,0,0,0,NA,NA,0,9,"GB9"
"JaMycal Hasty","JAX",-1,0,0,0,65.1,57.2,0,8,1,6,1,87.5,1,0,1,5,6,6,5,0.83,9,"JAX9"
"J.J. Taylor","NE",3,0,0,0,51.3,70.8,0,7,1,7,0,100,1,0,0,8,5,5,8,1.14,9,"NE9"
"Adam Trautman","NO",2,0,0,0,78,77,6,8,1,6,1,100,1,0,1,8,6,6,8,1.33,9,"NO9"
"Cordarrelle Patterson","ATL",2,0,0,0,79.3,71.1,0,10,1,9,1,104.2,1,0,4,9,7,7,9,1,9,"ATL9"
"Dyami Brown","WAS",6,0,1,0,48.3,48.4,0,10,0,8,2,39.6,1,0,8,0,0,NA,NA,0,9,"WAS9"
"Marcedes Lewis","GB",14,0,0,0,64.3,64.1,16,18,1,11,1,118.8,1,0,1,19,5,5,19,1.73,9,"GB9"
"Giovanni Ricci","CAR",5,1,1,0,60.2,49.9,7,7,1,7,0,100,1,0,0,8,3,3,8,1.14,9,"CAR9"
"Zach Pascal","PHI",-2,0,0,0,75.1,69.1,0,6,1,6,4,100,1,0,2,8,10,10,8,1.33,9,"PHI9"
"Tyler Allgeier","ATL",5,0,0,0,90.8,66.3,0,12,1,8,0,118.8,1,0,1,24,19,19,24,3,9,"ATL9"
"Johnny Mundt","MIN",1,1,1,0,31.9,55.4,5,6,1,4,1,79.2,1,0,0,1,0,0,1,0.25,9,"MIN9"
"Hassan Haskins","TEN",-5,0,0,0,66.5,60,0,5,1,4,1,79.2,1,0,1,2,7,7,2,0.5,9,"TEN9"
"Isiah Pacheco","KC",-7,0,0,0,57,56.3,0,15,1,14,1,83.3,1,0,0,4,11,11,4,0.29,9,"KC9"
"Cody Hollister","TEN",18,0,0,0,53.9,53.7,0,14,0,13,5,39.6,1,0,9,0,0,NA,NA,0,9,"TEN9"
"Dwayne Washington","NO",1,0,0,0,59.2,64.9,0,2,1,2,0,95.8,1,0,0,7,6,6,7,3.5,9,"NO9"
"Tyler Higbee","LA",3,0,0,0,45.4,50.7,11,24,0,19,4,39.6,1,0,9,0,0,NA,NA,0,9,"LA9"
"Damiere Byrd","ATL",12,0,0,1,44.2,44.3,0,15,0,15,3,39.6,1,0,12,0,0,NA,NA,0,9,"ATL9"
"Teagan Quitoriano","HST",7,1,1,0,84,92.1,7,7,1,4,0,118.8,1,1,0,2,0,0,2,0.5,9,"HST9"
"Malcolm Brown","LA",0,0,0,0,60.3,69.5,0,13,1,12,1,108.3,1,0,4,10,10,10,10,0.83,9,"LA9"
"Brandon Powell","LA",-5,0,0,0,57.9,57.7,0,5,1,5,3,83.3,1,0,0,4,9,9,4,0.8,9,"LA9"
"Dax Milne","WAS",4,0,0,0,73.6,73.5,0,4,1,4,0,131.3,1,1,4,6,2,2,6,1.5,9,"WAS9"
"Jeff Smith","NYJ",6,0,0,0,59.4,59.2,0,2,1,2,0,91.7,1,0,2,6,0,0,6,3,9,"NYJ9"
"Trenton Irwin","CIN",12,0,0,0,57.3,54.1,0,22,1,20,9,118.8,1,0,13,14,2,2,14,0.7,9,"CIN9"
"Nyheim Hines","BUF",26,0,0,0,57.7,55.6,0,3,0,3,1,39.6,1,0,0,0,0,NA,NA,0,9,"BUF9"
"Dante Pettis","CHI",13,0,0,0,63,62.4,1,17,1,16,2,116.7,1,0,14,12,-1,-1,12,0.75,9,"CHI9"
"Cam Sims","WAS",8,0,0,0,60.6,60.2,0,18,1,18,4,116.7,1,0,14,12,4,4,12,0.67,9,"WAS9"
"Jake Kumerow","BUF",21,0,0,0,56,56.4,1,3,0,3,0,39.6,1,0,2,0,0,NA,NA,0,9,"BUF9"
"Nick Westbrook-Ikhine","TEN",30,0,1,0,51.8,52.4,0,22,0,20,8,39.6,1,0,14,0,0,NA,NA,0,9,"TEN9"
"Marquez Valdes-Scantling","KC",12,0,0,0,55.9,55.7,1,61,1,56,22,116.7,1,0,38,12,0,0,12,0.21,9,"KC9"
"Brycen Hopkins","LA",2,0,0,0,53.9,53.4,3,8,0,7,0,39.6,1,0,5,0,0,NA,NA,0,9,"LA9"
"Durham Smythe","MIA",2,0,0,0,61.1,48.9,12,15,0,5,0,39.6,1,0,1,0,0,NA,NA,0,9,"MIA9"
"Romeo Doubs","GB",18,0,0,0,88.4,78.5,0,1,1,1,0,118.8,1,0,1,18,0,0,18,18,9,"GB9"
"Jordan Akins","HST",9,0,1,0,50.6,53.1,4,11,0,10,5,39.6,1,0,2,0,0,NA,NA,0,9,"HST9"
"Patrick Ricard","BLT",2,0,0,0,78.8,51.6,13,16,1,9,0,83.3,1,0,2,4,2,2,4,0.44,9,"BLT9"
"Stefon Diggs","BUF",8.2,1,2,1,75.2,76,0,51,12,49,17,97.9,16,0,34,128,47,3.9,10.7,2.61,10,"BUF10"
"CeeDee Lamb","DAL",10.1,1,3,1,77.3,77.2,1,48,11,46,27,116.7,15,2,18,150,42,3.8,13.6,3.26,10,"DAL10"
"Justin Jefferson","MIN",14.5,7,9,1,91.1,90.8,0,60,10,56,10,104.2,15,1,50,193,33,3.3,19.3,3.45,10,"MIN10"
"DeAndre Hopkins","ARZ",6.5,3,3,0,70.6,69.7,0,41,10,40,10,90.8,14,0,31,98,33,3.3,9.8,2.45,10,"ARZ10"
"Rondale Moore","ARZ",7.7,1,2,1,75,73.8,0,40,9,38,18,89.9,13,0,20,94,40,4.4,10.4,2.47,10,"ARZ10"
"Davante Adams","LV",9.5,0,3,0,90.6,90,0,43,9,39,15,125.8,13,1,28,126,74,8.2,14,3.23,10,"LV10"
"Amon-Ra St. Brown","DET",8.4,0,0,0,88.8,90.2,0,32,10,29,15,108,12,0,16,119,79,7.9,11.9,4.1,10,"DET10"
"Terry McLaurin","WAS",16.2,3,5,0,82.3,81.4,0,34,8,32,9,73.3,11,0,25,128,31,3.9,16,4,10,"WAS10"
"Austin Ekeler","LAC",-0.7,0,1,1,56.8,50,0,32,7,31,5,69.9,11,0,1,39,39,5.6,5.6,1.26,10,"LAC10"
"Courtland Sutton","DEN",11.4,1,3,1,62.3,60.4,0,53,6,48,1,40,10,0,52,66,5,0.8,11,1.38,10,"DEN10"
"Gabriel Davis","BUF",15.7,2,2,1,62.2,60.5,0,51,6,49,9,84.6,10,1,42,93,-1,-0.2,15.5,1.9,10,"BUF10"
"Christian Kirk","JAX",11,0,1,1,80.4,77.9,0,48,9,46,43,150,10,2,5,105,29,3.2,11.7,2.28,10,"JAX10"
"T.J. Hockenson","MIN",6,1,3,1,64.3,54.8,27,57,7,49,25,79.2,10,0,5,45,15,2.1,6.4,0.92,10,"MIN10"
"D.K. Metcalf","SEA",11.1,1,3,0,75.6,77.4,0,38,6,36,7,90.5,9,0,31,71,15,2.5,11.8,1.97,10,"SEA10"
"Donovan Peoples-Jones","CLV",17.1,0,3,0,73.1,72.6,0,41,5,37,13,94.2,9,0,28,99,25,5,19.8,2.68,10,"CLV10"
"Parris Campbell","IND",2.9,0,1,1,61.6,61.6,0,30,7,27,22,138.9,9,1,8,76,50,7.1,10.9,2.81,10,"IND10"
"Michael Pittman Jr.","IND",7.8,1,3,0,65.6,66.7,0,34,7,30,8,91.2,9,0,26,53,9,1.3,7.6,1.77,10,"IND10"
"Zay Jones","JAX",8.7,2,3,0,62.3,62.3,0,49,8,47,15,98.1,9,0,34,68,23,2.9,8.5,1.45,10,"JAX10"
"Nico Collins","HST",9.8,0,1,0,70.4,70.8,0,37,5,33,5,108.1,9,1,32,49,15,3,9.8,1.48,10,"HST10"
"Dalton Schultz","DAL",7.3,1,1,1,71.5,65.9,18,41,6,35,20,92.7,8,1,3,54,15,2.5,9,1.54,10,"DAL10"
"Josh Jacobs","LV",0.6,0,0,1,66.9,49.4,0,31,6,26,0,79.2,8,0,3,28,24,4,4.7,1.08,10,"LV10"
"K.J. Osborn","MIN",9.4,0,1,0,58.9,58.1,0,54,4,51,32,22.4,8,0,22,35,16,4,8.8,0.69,10,"MIN10"
"Jerick McKinnon","KC",2.9,0,1,1,57.2,57.7,0,21,6,18,0,54.2,8,0,0,56,47,7.8,9.3,3.11,10,"KC10"
"Kyle Pitts","ATL",15.8,0,0,0,62.3,66.8,7,36,2,33,20,2.1,8,0,9,28,2,1,14,0.85,10,"ATL10"
"Christian Watson","GB",21,2,3,2,65.7,69.6,0,22,4,21,8,135.4,8,3,14,107,26,6.5,26.8,5.1,10,"GB10"
"Kenneth Walker III","SEA",-2.3,0,0,1,48.5,63.6,0,35,6,29,3,93.2,8,0,4,55,69,11.5,9.2,1.9,10,"SEA10"
"Tyler Higbee","LA",2.5,0,0,0,65.1,71.1,24,31,8,26,4,104.7,8,0,3,73,53,6.6,9.1,2.81,10,"LA10"
"DeVonta Smith","PHI",6,0,1,0,76.7,75.6,0,24,6,23,6,124.5,8,1,18,39,9,1.5,6.5,1.7,10,"PHI10"
"Chris Godwin","TB",8.3,2,2,1,74.2,73.3,0,29,6,27,20,141.1,8,1,8,71,21,3.5,11.8,2.63,10,"TB10"
"Austin Hooper","TEN",7.4,3,5,0,71.9,76,8,28,5,25,17,86,7,0,3,41,16,3.2,8.2,1.64,10,"TEN10"
"Travis Kelce","KC",7,0,0,0,83,84,12,34,6,29,15,154.5,7,1,7,81,38,6.3,13.5,2.79,10,"KC10"
"Nick Westbrook-Ikhine","TEN",13.3,2,4,0,86.1,84.3,0,30,5,29,19,153.3,7,2,11,119,51,10.2,23.8,4.1,10,"TEN10"
"Michael Gallup","DAL",8.9,0,1,0,62.8,62.1,0,44,4,42,1,70.5,7,0,43,35,17,4.3,8.8,0.83,10,"DAL10"
"Brandin Cooks","HST",9.3,0,0,0,66,67.2,0,28,4,26,10,71.7,7,0,18,37,8,2,9.3,1.42,10,"HST10"
"Adam Thielen","MIN",10.4,1,2,0,58.4,57.5,0,58,5,55,21,90.8,7,0,37,49,12,2.4,9.8,0.89,10,"MIN10"
"Brandon Aiyuk","SF",10.1,1,1,1,66.9,67.1,0,30,6,30,11,116.7,7,0,19,84,21,3.5,14,2.8,10,"SF10"
"Pat Freiermuth","PIT",9.6,1,2,0,65.1,60.8,20,40,4,36,14,71.1,7,0,6,36,11,2.8,9,1,10,"PIT10"
"Juwan Johnson","NO",9.3,0,0,1,57.4,61.5,7,23,5,20,11,127.4,7,1,5,44,15,3,8.8,2.2,10,"NO10"
"Mack Hollins","LV",22.8,0,2,0,56,54.2,0,44,2,39,8,42.4,6,0,36,18,7,3.5,9,0.46,10,"LV10"
"Dawson Knox","BUF",11,0,1,0,62.3,59.9,8,42,4,41,26,57.6,6,0,6,57,28,7,14.3,1.39,10,"BUF10"
"Robert Woods","TEN",9.5,0,2,1,54.5,55,0,38,2,37,10,42.4,6,0,28,10,0,0,5,0.27,10,"TEN10"
"Josh Palmer","LAC",14.3,0,0,0,62.7,62.8,0,44,3,43,8,34.7,6,0,36,44,11,3.7,14.7,1.02,10,"LAC10"
"Melvin Gordon III","DEN",1,0,0,1,56.8,56.4,0,34,4,25,1,89.6,6,0,0,46,42,10.5,11.5,1.84,10,"DEN10"
"Allen Robinson II","LA",10.2,0,1,0,66.9,66.3,0,37,4,36,15,88.2,6,0,22,44,5,1.3,11,1.22,10,"LA10"
"Cole Kmet","CHI",12.7,0,1,0,80.6,87.5,17,24,4,20,5,109,6,2,2,74,35,8.8,18.5,3.7,10,"CHI10"
"Tyreek Hill","MIA",13.3,1,2,0,73.8,71.3,0,30,5,29,13,136.8,6,1,17,44,11,2.2,8.8,1.52,10,"MIA10"
"D.J. Moore","CAR",10.3,0,0,0,77.8,73.3,0,18,4,18,9,77.8,6,0,9,29,10,2.5,7.3,1.61,10,"CAR10"
"Jarvis Landry","NO",9.8,1,2,0,61.2,64.1,0,27,3,25,16,29.9,6,0,11,37,4,1.3,12.3,1.48,10,"NO10"
"Mike Evans","TB",11,2,2,0,74.5,73.3,0,27,5,27,13,64.6,6,0,14,54,3,0.6,10.8,2,10,"TB10"
"Drake London","ATL",13,3,3,0,67.1,67,0,36,5,34,8,132.6,6,1,28,38,9,1.8,7.6,1.12,10,"ATL10"
"David Bell","CLV",7.4,0,2,0,66.7,66.2,0,25,3,23,21,72.1,5,0,4,24,9,3,8,1.04,10,"CLV10"
"Jaylen Waddle","MIA",13,0,1,0,75.5,74.3,0,33,4,30,6,118.8,5,0,27,66,14,3.5,16.5,2.2,10,"MIA10"
"Chris Moore","HST",12.8,0,1,0,80.8,80,0,27,3,26,22,104.2,5,0,5,70,36,12,23.3,2.69,10,"HST10"
"Kadarius Toney","KC",6.8,1,1,1,82.8,79.1,0,17,4,17,1,153.8,5,1,16,57,32,8,14.3,3.35,10,"KC10"
"Christian McCaffrey","SF",2.8,0,0,0,72.4,76.6,0,24,4,22,5,99.2,5,0,1,39,45,11.3,9.8,1.77,10,"SF10"
"Tre' McKitty","LAC",6.2,0,1,1,40.4,43.3,17,34,3,30,13,69.6,5,0,4,21,14,4.7,7,0.7,10,"LAC10"
"Bennett Skowronek","LA",8.6,0,1,0,50.4,52.2,0,41,2,39,15,8.3,5,0,23,14,7,3.5,7,0.36,10,"LA10"
"Dalvin Cook","MIN",-0.2,0,0,0,65.5,53.4,4,51,3,42,1,74.6,5,0,2,27,30,10,9,0.64,10,"MIN10"
"Jeff Wilson Jr.","MIA",0,0,0,0,75.8,59.7,0,23,2,17,3,55.4,5,0,1,24,27,13.5,12,1.41,10,"MIA10"
"Chris Olave","NO",13.8,1,2,0,69,67.9,0,29,3,27,10,85.4,5,0,19,40,3,1,13.3,1.48,10,"NO10"
"Cooper Kupp","LA",4,0,1,0,54.6,54.3,0,25,3,24,17,64.6,5,0,8,-1,5,1.7,-0.3,-0.04,10,"LA10"
"Pharaoh Brown","CLV",3.4,2,3,1,50.8,50.3,11,16,2,14,4,47.9,5,0,1,13,3,1.5,6.5,0.93,10,"CLV10"
"Diontae Johnson","PIT",17,1,1,0,64.6,64,0,43,4,38,5,118.8,5,0,38,63,3,0.8,15.8,1.66,10,"PIT10"
"Kendall Hinton","DEN",8,0,0,0,66.1,65.3,0,52,4,47,32,118.3,5,0,20,62,38,9.5,15.5,1.32,10,"DEN10"
"Treylon Burks","TEN",3.4,0,0,0,54.8,57.8,0,30,3,29,6,72.1,5,0,24,24,18,6,8,0.83,10,"TEN10"
