"Name","ID","Salary","AvgPointsPerGame","fpts","proj_own","ceil","floor","scoring_points","finish_points","total_points","value","projected_ownership","baseline","age","age_adj","true_sg_adj","timing_adj","sg_category_adj","course_history_adj","driving_dist_adj","driving_acc_adj","fit_other_adj","course_fit_total_adj","final_prediction","make_cut","first_round_lead","top_30","top_20","top_10","top_5","top_3","win","observed_finish","ownership","total_pts","odds_per_dollar","residuals","own_change","adj_own","date","tournament"
"Ben Martin",22969261,6500,54.04,49.15,1.3,76.5,24,49.1,1.4,50.4,0.31,1.74571436564658,-0.508,34,-0.007,-0.045,0.022,0.011,-0.04,0.048,-0.02,-0.013,0.016,-0.552,0.4857,0.0047,0.1662,0.0978,0.0386,0.0142,0.0078,0.0018,53,0.0243,64.5,0.28,0.11,0.02,1,2022-06-12,"RBC Canadian Open"
"Robert Streb",22969262,6500,46.15,47.59,1.5,74,23.5,52.6,1.8,54.4,0.61,2.84552761744833,-0.341,35,-0.008,0.026,-0.01,0.088,-0.04,0.013,0.01,-0.003,0.021,-0.264,0.5351,0.0061,0.2111,0.1295,0.0541,0.0212,0.0113,0.0029,53,0.0175,59.5,0.45,0.28,0.04,2,2022-06-12,"RBC Canadian Open"
"Scott Gutschewski",22969263,6500,49.2,51.87,1.1,79.5,25,50.3,1.6,51.9,0.42,2.20318116136763,-0.337,45,-0.043,0.005,0.003,0.04,-0.04,-0.009,0.01,-0.014,-0.013,-0.386,0.5188,0.003,0.1857,0.1075,0.0401,0.0154,0.0075,0.0015,100,0.0157,24,0.23,0.06,0.01,1,2022-06-12,"RBC Canadian Open"
"Nick Watney",22969264,6400,44.65,36.01,0.3,64,20,42.9,0.8,43.7,-0.06,0.225029856772807,-0.935,41,-0.028,-0.005,-0.059,-0.108,-0.04,-0.024,0.042,-0.014,0.003,-1.171,0.3601,0.0026,0.077,0.0393,0.0125,0.0041,0.0018,5e-04,100,0.0029,14,0.08,-0.05,-0.01,0,2022-06-12,"RBC Canadian Open"
"Aaron Cockerill",22969265,6400,61.19,41.22,2.2,69,22,41.5,0.7,42.1,-0.11,0.988830966045558,-1.182,30,0.008,-0.015,-0.017,-0.083,-0.04,0.071,0.012,-0.006,0.077,-1.252,0.3513,0.0013,0.0715,0.0356,0.0113,0.0043,0.0018,4e-04,48,0.0282,57,0.06,-0.07,-0.01,2,2022-06-12,"RBC Canadian Open"
"Sung Kang",22969266,6400,48.84,36.07,2.6,63.5,20.5,45.3,0.9,46.2,0.04,0.922067271215917,-0.99,35,-0.008,-0.029,0.011,-0.022,-0.04,0.044,0.009,-0.012,0.04,-1.037,0.3916,0.0028,0.0988,0.0523,0.0184,0.0066,0.0031,6e-04,100,0.0031,18,0.09,-0.04,-0.01,3,2022-06-12,"RBC Canadian Open"
"Henrik Norlander",22969267,6400,48.32,49.36,2,75.5,24,48.6,1.4,50,0.33,1.96895574433102,-0.448,35,-0.008,-0.046,0.001,-0.02,-0.04,0.049,-0.026,-0.013,0.011,-0.552,0.4803,0.0048,0.1592,0.0913,0.034,0.0128,0.0064,0.0015,100,0.0136,17,0.23,0.1,0.01,2,2022-06-12,"RBC Canadian Open"
"Roger Sloan",22969268,6400,42.72,48.26,0.7,76,23.65,49.5,1.4,50.9,0.4,1.62167623166498,-0.593,35,-0.008,0.043,-0.014,-0.002,-0.04,0.028,0.01,-0.005,0.032,-0.583,0.478,0.0027,0.1582,0.0912,0.0344,0.0123,0.0062,0.0013,100,0.0069,27,0.2,0.07,0.01,1,2022-06-12,"RBC Canadian Open"
"David Skinns",22969269,6400,47.94,44.74,0.51,73,22.5,46.6,1,47.6,0.15,0.865797518762056,-0.829,40,-0.025,0.004,0.002,-0.032,-0.04,-0.005,0.062,-0.005,0.051,-0.87,0.4218,0.004,0.1163,0.063,0.0221,0.0076,0.0036,6e-04,64,0.002,51,0.09,-0.04,-0.01,0,2022-06-12,"RBC Canadian Open"
"Jason Dufner",22969270,6400,33.87,46.21,0.82,73.5,23.5,42.1,0.8,42.9,-0.09,0.287866852753397,-0.901,45,-0.041,-0.077,-0.153,0.038,-0.04,0.058,-0.017,-0.023,0.018,-1.156,0.3628,0.0022,0.077,0.0387,0.0128,0.0041,0.0018,2e-04,100,0.0019,23.5,0.03,-0.1,-0.01,1,2022-06-12,"RBC Canadian Open"
"Robert Garrigus",22969271,6400,61.42,47.77,1.3,75.35,23.5,41.4,0.7,42.1,-0.12,0.61353571448105,-1.357,44,-0.039,0.017,0.246,-0.084,-0.076,-0.042,0.03,-0.029,-0.041,-1.335,0.3397,0.0015,0.0706,0.036,0.0121,0.004,0.0018,5e-04,100,0.0168,15.5,0.08,-0.05,-0.01,1,2022-06-12,"RBC Canadian Open"
"Jim Knous",22969272,6300,46.43,42.06,0.42,70,22.5,41.3,0.7,42,-0.09,0.225029856772807,-1.185,32,0.001,-0.019,-0.05,0.017,-0.04,-0.021,0.046,-0.016,0.009,-1.267,0.3464,0.0022,0.0707,0.0367,0.0112,0.0033,0.0019,4e-04,25,0.001,73.5,0.06,-0.04,-0.01,0,2022-06-12,"RBC Canadian Open"
"Yi Cao",22969273,6300,0,25.34,0.02,53.21,13.94,35.1,0.3,35.5,-0.3,0.0570338568478472,-1.755,31,0.003,0,-0.195,-0.001,-0.04,0.047,0.02,-0.03,0.037,-1.951,0.2284,0.001,0.0268,0.0121,0.0032,7e-04,3e-04,0,100,7e-04,27,0,-0.1,-0.01,0,2022-06-12,"RBC Canadian Open"
"Tommy Gainey",22969274,6300,39.92,33.75,0.04,59.5,19.65,39.5,0.5,40,-0.16,0.296376365580184,-1.435,46,-0.046,-0.005,0.004,-0.018,-0.04,0.038,0.005,-0.03,0.012,-1.528,0.304,0.0013,0.0515,0.025,0.0079,0.0025,8e-04,0,100,6e-04,17,0,-0.1,-0.01,0,2022-06-12,"RBC Canadian Open"
"Mark Hensby",22969276,6300,56.5,31.09,0.53,54.5,18.5,36.8,0.4,37.2,-0.25,0.0896300956392574,-1.778,50,-0.051,-0.035,-0.02,0.03,-0.001,0.061,0,-0.028,0.033,-1.822,0.2586,7e-04,0.0375,0.0168,0.0047,0.0013,5e-04,1e-04,100,0.0079,16.5,0.02,-0.08,-0.01,1,2022-06-12,"RBC Canadian Open"
"Max McGreevy",22969277,6300,46.81,41.44,1.1,70,22,46.4,1.1,47.5,0.2,1.06038080790165,-0.808,27,0.018,-0.003,-0.021,0.016,-0.04,0.046,-0.017,-0.007,0.022,-0.816,0.4285,0.0036,0.121,0.0661,0.0236,0.0077,0.0036,7e-04,100,0.006,17,0.11,0.01,0,1,2022-06-12,"RBC Canadian Open"
"Scott Brown",22969278,6300,57.04,46.35,1.7,75,23.5,46.9,1.1,48.1,0.25,1.57436263711757,-0.619,39,-0.021,-0.024,0.044,-0.112,-0.04,0.045,-0.01,-0.009,0.026,-0.745,0.446,0.0039,0.1326,0.0738,0.0259,0.0092,0.0042,0.001,100,0.0099,16,0.16,0.06,0.01,2,2022-06-12,"RBC Canadian Open"
"Austin Cook",22969279,6300,41,35.22,0.19,62,20,42.7,0.8,43.5,-0.04,0.26876177522683,-1.066,31,0.005,-0.028,-0.037,0.008,-0.04,0.091,-0.041,-0.013,0.037,-1.121,0.3701,0.0021,0.0835,0.0429,0.014,0.0047,0.002,3e-04,13,0.001,87.5,0.05,-0.05,-0.01,0,2022-06-12,"RBC Canadian Open"
"David Hearn",22969283,6200,42.75,35.76,0.07,62.5,20.5,35.1,0.3,35.4,-0.28,0.0946449016071667,-1.577,42,-0.034,-0.02,-0.148,-0.125,-0.035,0.17,-0.029,-0.019,0.122,-1.816,0.2434,6e-04,0.0287,0.0119,0.0032,7e-04,4e-04,1e-04,100,0.0021,24.5,0.02,-0.04,-0.01,0,2022-06-12,"RBC Canadian Open"
"Joshua Creel",22969284,6200,36.03,34.39,0.04,61,20,38.9,0.5,39.5,-0.15,0.149807767254169,-1.444,32,0.001,-0.002,-0.071,-0.012,-0.04,0.115,-0.005,-0.025,0.085,-1.482,0.3062,0.0023,0.0517,0.0247,0.0076,0.0022,8e-04,1e-04,100,3e-04,22.5,0.02,-0.04,-0.01,0,2022-06-12,"RBC Canadian Open"
"Bo Van Pelt",22969285,6200,34.67,34.43,0.16,61,20,35.8,0.3,36.1,-0.26,0.0770930807194843,-1.597,47,-0.047,0.004,-0.179,0.018,-0.04,0.039,0.013,-0.032,0.021,-1.82,0.2464,0.0012,0.0312,0.0132,0.0034,0.001,3e-04,0,53,9e-04,65.5,0,-0.06,-0.01,0,2022-06-12,"RBC Canadian Open"
"Brett Drewitt",22969286,6200,45.4,40.67,0.03,69.5,22,40.9,0.6,41.5,-0.08,0.220015050804898,-1.324,31,0.004,0.017,0.034,0.034,-0.04,0.027,0.032,-0.018,0.041,-1.233,0.3513,0.0013,0.0722,0.0362,0.011,0.0034,0.0015,3e-04,53,6e-04,51.5,0.05,-0.01,0,0,2022-06-12,"RBC Canadian Open"
"D.A. Points",22969287,6200,54.5,31.55,0.07,55,19,33.8,0.3,34.1,-0.32,0.0369746329762102,-1.953,45,-0.042,-0.009,0.053,-0.164,-0.034,0.152,0.018,-0.014,0.155,-1.994,0.2198,4e-04,0.0253,0.0106,0.0027,6e-04,3e-04,0,100,0.0036,21,0,-0.06,-0.01,0,2022-06-12,"RBC Canadian Open"
"Jonas Blixt",22969288,6200,31.04,32.99,0.26,58.5,19.5,37.5,0.5,38,-0.19,0.0971523045911213,-1.53,38,-0.018,-0.015,-0.228,0.126,-0.04,0.035,0.007,-0.023,0.018,-1.687,0.273,7e-04,0.0411,0.0193,0.0058,0.0019,9e-04,2e-04,28,0.0016,80.5,0.03,-0.03,0,0,2022-06-12,"RBC Canadian Open"
"Albin Choi",22969291,6200,58.56,25.3,0.08,53.13,13.91,41.8,0.7,42.4,-0.05,0.603393925237901,-1.385,30,0.008,0,0.15,-0.024,-0.04,0.052,0.02,-0.02,0.052,-1.239,0.3547,0.0019,0.0761,0.0393,0.013,0.0041,0.0018,5e-04,100,0.0082,13,0.08,0.02,0,0,2022-06-12,"RBC Canadian Open"
"Callum Davison",22969292,6100,0,25.61,0.01,53.77,14.08,21.4,0,21.4,-0.71,0.0369746329762102,-3.631,-1,0,0,-0.535,-0.007,-0.04,0.104,0.042,-0.063,0.082,-4.131,0.0307,1e-04,3e-04,1e-04,0,0,0,0,100,0.001,12.5,0,-0.03,0,0,2022-06-12,"RBC Canadian Open"
"Max Sekulic",22969293,6100,0,25.44,0.01,53.42,13.99,24.8,0,24.8,-0.6,0.0369746329762102,-3.444,-1,0,0,-0.002,-0.007,-0.04,0.088,0.036,-0.052,0.072,-3.421,0.0667,1e-04,0.0014,4e-04,1e-04,0,0,0,100,5e-04,15.5,0,-0.03,0,0,2022-06-12,"RBC Canadian Open"
"William Buhl",22969294,6100,0,25.48,0.01,53.51,14.01,29.4,0.1,29.6,-0.44,0.0444968419280741,-2.586,-1,0,0,-0.124,-0.005,-0.04,0.069,0.028,-0.041,0.056,-2.698,0.134,3e-04,0.0098,0.0039,8e-04,2e-04,1e-04,0,100,2e-04,8.5,0,-0.03,0,0,2022-06-12,"RBC Canadian Open"
"Jim Herman",22969295,6100,44.07,43.44,0.18,71,22.5,45.7,1,46.7,0.27,1.30904704011358,-0.693,44,-0.039,-0.039,-0.061,0.028,-0.04,0.051,-0.063,-0.023,-0.035,-0.879,0.4251,0.0023,0.1191,0.0642,0.0227,0.0083,0.0036,8e-04,100,0.0064,20,0.13,0.1,0.01,0,2022-06-12,"RBC Canadian Open"
"Brendan Leonard",22969296,6100,0,25.56,0.01,53.68,14.06,21.9,0,21.9,-0.69,0.0369746329762102,-3.821,-1,0,0,-0.253,-0.009,-0.04,0.104,0.042,-0.062,0.084,-4.039,0.0358,0,4e-04,2e-04,0,0,0,0,100,5e-04,13,0,-0.03,0,0,2022-06-12,"RBC Canadian Open"
"Wes Heffernan",22969297,6100,0,25.21,0.01,52.95,13.87,34.6,0.3,34.9,-0.27,0.0871226926553028,-2.019,45,-0.063,0,0.124,-0.003,-0.04,0.051,0.021,-0.03,0.042,-1.959,0.2304,6e-04,0.0259,0.011,0.0026,7e-04,4e-04,1e-04,100,6e-04,24.5,0.02,-0.01,0,0,2022-06-12,"RBC Canadian Open"
"Seth Reeves",22969298,6100,46.24,40.46,0.35,69.5,22,45.2,1,46.2,0.24,1.17071722504352,-0.95,31,0.005,0.029,-0.044,0.178,-0.04,-0.082,0.02,-0.027,-0.089,-0.91,0.4132,0.0025,0.115,0.061,0.0211,0.0072,0.0035,7e-04,100,0.0029,26,0.11,0.08,0.01,0,2022-06-12,"RBC Canadian Open"
"Martin Trainer",22969299,6100,44.59,32.17,0.51,57,19,45.7,1,46.6,0.27,1.13536342032024,-1.075,31,0.005,0.06,0.093,-0.034,-0.04,-0.046,0.071,0.002,0.028,-0.963,0.4086,0.0025,0.1075,0.058,0.0213,0.0071,0.0031,6e-04,100,0.0101,22,0.1,0.07,0.01,1,2022-06-12,"RBC Canadian Open"
"Bo Hoag",22969301,6100,42.97,47.34,0.22,74,23,44.7,0.9,45.6,0.18,0.885960293412019,-0.863,33,-0.004,-0.019,-0.055,0.036,-0.04,0.035,-0.013,-0.017,0.006,-0.94,0.4039,0.0029,0.1026,0.0529,0.0169,0.0058,0.0026,7e-04,100,0.0025,16.5,0.11,0.08,0.01,0,2022-06-12,"RBC Canadian Open"
"Seung-Yul Noh",22969302,6100,45.75,39.99,0.13,68.5,22,45.9,1,47,0.29,1.13649779847348,-0.756,31,0.005,-0.041,-0.042,-0.027,-0.04,-0.013,0.07,0.007,0.064,-0.837,0.4263,0.0037,0.1185,0.0639,0.0233,0.0086,0.0046,0.001,35,0.0042,68.5,0.16,0.13,0.02,0,2022-06-12,"RBC Canadian Open"
"Mike Weir",22969303,6000,54.89,45.25,0.08,72.5,23,35.9,0.3,36.2,-0.2,0.245041700918845,-1.779,52,-0.064,0,-0.018,-0.051,-0.056,0.171,0.059,-0.011,0.219,-1.749,0.2544,9e-04,0.0337,0.015,0.0037,0.0011,4e-04,0,100,0.0307,25.5,0,-0.01,0,0,2022-06-12,"RBC Canadian Open"
"Johnny Travale",22969304,6000,0,25.31,0.01,53.16,13.92,29.9,0.1,30.1,-0.4,0.0645560657997111,-2.57,-1,0,0,-0.004,-0.004,-0.04,0.065,0.027,-0.039,0.052,-2.565,0.1484,2e-04,0.0097,0.0036,8e-04,2e-04,1e-04,0,100,7e-04,15,0,-0.01,0,0,2022-06-12,"RBC Canadian Open"
"Ricky Barnes",22969305,6000,34.8,32.13,0.05,57,19,35,0.3,35.3,-0.23,0.122226334430668,-1.775,41,-0.028,-0.02,-0.161,-0.04,-0.021,0.083,0.061,-0.011,0.134,-1.911,0.2361,6e-04,0.0297,0.0138,0.0035,0.0011,5e-04,1e-04,100,8e-04,22,0.02,0.01,0,0,2022-06-12,"RBC Canadian Open"
"John Merrick",22969306,6000,22.12,33.43,0.01,58.5,19.5,27.7,0.1,27.8,-0.47,0.0545264538638926,-2.319,40,-0.025,-0.075,-0.491,-0.01,-0.04,0.066,-0.002,-0.055,0.008,-2.951,0.1045,3e-04,0.0053,0.0015,2e-04,0,0,0,100,4e-04,18.5,0,-0.01,0,0,2022-06-12,"RBC Canadian Open"
"Myles Creighton",22969307,6000,0,25.66,0.01,53.89,14.11,33.5,0.3,33.8,-0.28,0.117211528462758,-2.005,-1,0,0,-0.119,0,-0.04,0.05,0.021,-0.032,0.039,-2.125,0.2029,7e-04,0.0198,0.0081,0.0018,4e-04,1e-04,0,100,7e-04,20.5,0,-0.01,0,0,2022-06-12,"RBC Canadian Open"
"Stuart Macdonald",22969310,6000,49.31,25.96,0.01,54.51,14.28,41,0.6,41.6,-0.02,1.07781837897308,-1.233,27,0.017,0,-0.062,0.002,-0.04,0.028,0.013,-0.019,0.021,-1.294,0.3458,0.0019,0.071,0.0337,0.0108,0.0033,0.0016,3e-04,100,0.0047,25,0.05,0.04,0.01,0,2022-06-12,"RBC Canadian Open"
"Johnson Wagner",22969311,6000,41.25,31.65,0.09,55.5,19,33.1,0.2,33.3,-0.29,0.0946449016071667,-1.415,42,-0.031,-0.035,-0.408,-0.292,-0.03,0.119,-0.008,-0.013,0.098,-2.113,0.2061,7e-04,0.021,0.0082,0.0015,4e-04,1e-04,0,100,0.0013,10,0,-0.01,0,0,2022-06-12,"RBC Canadian Open"
"Ben Crane",22969312,6000,32.83,31.71,0.02,56,18.5,34.9,0.3,35.3,-0.23,0.109689319510894,-1.381,46,-0.045,-0.021,-0.47,-0.04,-0.04,0.113,-0.009,-0.025,0.079,-1.916,0.2346,5e-04,0.0327,0.0141,0.004,8e-04,3e-04,1e-04,63,4e-04,60,0.02,0.01,0,0,2022-06-12,"RBC Canadian Open"
"Brian Davis",22969313,6000,33.75,25.37,0.03,53.27,13.95,28.9,0.1,29,-0.43,0.0545264538638926,-2.446,47,-0.05,0.084,-0.274,-0.066,-0.068,0.176,-0.034,-0.041,0.101,-2.718,0.1317,2e-04,0.0092,0.0035,7e-04,1e-04,0,0,100,4e-04,13,0,-0.01,0,0,2022-06-12,"RBC Canadian Open"
"A.J. Ewart",22969314,6000,0,25.12,0.01,52.74,13.81,33.8,0.3,34.1,-0.27,0.102167110559031,-2.7,-1,0,0,0.476,-0.01,-0.04,0.065,0.027,-0.034,0.058,-2.215,0.2043,4e-04,0.0249,0.011,0.0033,9e-04,5e-04,1e-04,100,0.0011,17.5,0.02,0.01,0,0,2022-06-12,"RBC Canadian Open"
"Scottie Scheffler",22991915,11300,89.94,63.38,8.8,81,27,56.2,7.1,63.3,0.36,17.5038993463846,2.077,25,0.022,0.081,-0.047,-0.012,-0.04,0.029,-0.003,0.054,0.08,2.254,0.7924,0.0234,0.6179,0.5068,0.333,0.2068,0.1412,0.0571,2,0.0913,93.5,5.05,-0.77,-0.12,9,2022-06-19,"US Open"
"Justin Thomas",22991916,10900,97.22,69.03,11.4,85.5,52.5,56.4,7.3,63.8,0.53,16.985379673981,2.196,29,0.012,0.073,-0.02,-0.069,-0.04,0.031,0.011,0.054,0.096,2.278,0.7996,0.0238,0.6295,0.5151,0.3386,0.212,0.1441,0.0582,37,0.1808,49.5,5.34,0.25,0.04,11,2022-06-19,"US Open"
"Jon Rahm",22991917,10800,82.08,63.43,17.7,81.5,27.5,54.9,6.7,61.6,0.42,17.81033756264,1.965,27,0.017,-0.004,-0.015,0.123,-0.04,0.041,-0.015,0.038,0.064,2.102,0.7998,0.0363,0.6178,0.4976,0.3282,0.2008,0.1362,0.0545,12,0.1236,65,5.05,0.14,0.02,18,2022-06-19,"US Open"
"Rory McIlroy",22991918,10500,89.39,68.45,21.5,85.5,50,58.4,8.1,66.5,0.85,19.0064183723147,2.198,33,-0.001,0.057,0.006,0.037,-0.04,0.052,0.006,0.048,0.105,2.442,0.8382,0.0479,0.6868,0.5827,0.4109,0.2718,0.1945,0.0862,5,0.2316,75,8.21,3.79,0.57,22,2022-06-19,"US Open"
"Cameron Smith",22991919,10200,86.38,57.89,7.1,77,24.5,48.7,4.7,53.3,0.09,12.0760317588617,1.791,28,0.013,-0.041,0.012,-0.265,-0.04,0.007,0.018,0.053,0.077,1.614,0.6984,0.0132,0.4661,0.3504,0.1996,0.1088,0.0677,0.0229,100,0.0795,18,2.25,-1.72,-0.26,7,2022-06-19,"US Open"
"Collin Morikawa",22991920,10000,77.87,53.77,8.5,74,23.5,46.3,4,50.2,-0.03,13.4968655491706,1.19,25,0.024,0.078,-0.016,0.039,-0.04,0.007,-0.036,0.034,0.005,1.364,0.6944,0.02,0.4365,0.3176,0.1756,0.0925,0.0564,0.0192,5,0.0614,74,1.92,-1.78,-0.27,8,2022-06-19,"US Open"
"Viktor Hovland",22991921,9700,88.79,53.82,6.4,74.5,23.5,46,3.8,49.9,0.03,9.35523543494753,1.43,24,0.026,-0.01,0.007,-0.134,-0.04,0.022,-0.019,0.03,0.032,1.349,0.6582,0.01,0.3999,0.2834,0.1491,0.0751,0.0447,0.0139,100,0.062,20,1.43,-1.88,-0.28,6,2022-06-19,"US Open"
"Xander Schauffele",22991922,9600,83.57,65.29,25.6,83,29.5,49,4.9,53.9,0.33,16.3408784738121,1.664,28,0.013,-0.012,-0.014,-0.098,-0.04,0.021,-0.013,0.042,0.051,1.678,0.7448,0.0232,0.5151,0.3905,0.23,0.1261,0.0786,0.0277,14,0.1811,63,2.89,-0.3,-0.04,26,2022-06-19,"US Open"
"Jordan Spieth",22991923,9500,73.47,59.34,10.1,78,25,47.6,4.3,51.9,0.23,13.6414130510677,1.301,28,0.013,-0.065,-0.03,0.098,-0.04,0.013,0.013,0.03,0.056,1.454,0.7012,0.021,0.4525,0.3355,0.189,0.1002,0.0629,0.0214,37,0.0996,54,2.25,-0.82,-0.12,10,2022-06-19,"US Open"
"Dustin Johnson",22991924,9400,62.72,55.59,2.6,75.5,23.5,46.2,3.9,50.1,0.15,10.0690026248335,1.209,37,-0.017,0.062,-0.062,-0.01,-0.04,0.033,0.017,0.029,0.079,1.291,0.6456,0.0099,0.3897,0.2794,0.1481,0.0747,0.0439,0.0145,24,0.037,53,1.54,-1.42,-0.21,2,2022-06-19,"US Open"
"Will Zalatoris",22991925,9300,70.53,57.14,18.7,76.5,24,50.8,5.4,56.2,0.58,15.7256355470564,1.469,25,0.022,0.005,0.035,0.119,-0.04,0.031,0.013,0.036,0.08,1.785,0.7617,0.026,0.5384,0.4158,0.2508,0.1446,0.094,0.0357,2,0.2188,86.5,3.84,0.99,0.15,19,2022-06-19,"US Open"
"Patrick Cantlay",22991926,9200,82.15,62.82,13.6,80.5,27,51.4,5.5,56.9,0.67,15.7272101414352,1.898,30,0.008,0.017,-0.037,0.009,-0.04,0.017,-0.001,0.042,0.058,1.883,0.7672,0.0285,0.5605,0.443,0.275,0.1621,0.1066,0.0412,14,0.12,64,4.48,1.74,0.26,14,2022-06-19,"US Open"
"Hideki Matsuyama",22991927,9100,81.91,53.29,12.4,73.5,23,48.6,4.5,53.1,0.45,11.6858571969387,1.393,30,0.008,-0.053,0,0.056,-0.04,0.01,-0.008,0.038,0.04,1.515,0.7154,0.0227,0.4726,0.3526,0.2029,0.1105,0.0675,0.0234,4,0.0768,73.5,2.57,-0.07,-0.01,12,2022-06-19,"US Open"
"Shane Lowry",22991928,9000,73.25,60.6,19.2,78,26,50.6,5.3,55.9,0.67,14.5143530408608,1.77,35,-0.008,0.02,-0.015,-0.09,-0.04,0.011,-0.01,0.043,0.044,1.775,0.7292,0.0141,0.5058,0.3843,0.2239,0.1234,0.0788,0.0274,100,0.1754,20,3.04,0.5,0.07,19,2022-06-19,"US Open"
"Joaquin Niemann",22991929,8900,76.06,58.24,13.2,77,24.5,48.4,4.7,53.1,0.52,12.5050083954444,1.439,23,0.03,0.075,0.014,0.047,-0.04,0.028,0.01,0.032,0.07,1.589,0.7328,0.0215,0.492,0.3651,0.2072,0.1122,0.0696,0.0237,47,0.127,45.5,2.66,0.22,0.03,13,2022-06-19,"US Open"
"Cameron Young",22991930,8800,69.97,55.4,12.6,75,23.5,46.5,4,50.5,0.38,9.6236241691554,1.016,25,0.025,0.073,0.049,0.174,-0.04,0.042,-0.005,0.015,0.052,1.341,0.6859,0.019,0.4289,0.3116,0.1703,0.0895,0.0534,0.0179,100,0.0934,38,2.03,-0.32,-0.05,13,2022-06-19,"US Open"
"Brooks Koepka",22991931,8700,57,52.68,6.9,73,23,43.4,3.2,46.6,0.17,7.51608481983553,0.748,32,0.002,0.096,-0.035,-0.016,-0.04,0.029,0.023,0.015,0.067,1.051,0.6047,0.008,0.333,0.2292,0.1135,0.0543,0.0299,0.0092,55,0.0823,47,1.06,-1.2,-0.18,7,2022-06-19,"US Open"
"Billy Horschel",22991932,8600,75.54,50.86,4.7,71.5,22.5,43.4,3.3,46.7,0.2,8.48799686830053,1.354,35,-0.009,0.014,-0.019,-0.161,-0.04,-0.005,-0.031,0.026,-0.009,1.091,0.6477,0.014,0.364,0.249,0.1264,0.0616,0.0356,0.011,100,0.0713,23.5,1.28,-0.9,-0.14,5,2022-06-19,"US Open"
"Daniel Berger",22991934,8400,72.86,57.38,10.5,76,24.5,42.9,3.2,46.1,0.24,10.9125574096887,1.27,29,0.011,0.028,-0.067,-0.096,-0.04,0.001,-0.027,0.033,0.008,1.071,0.6403,0.0138,0.3633,0.2493,0.1234,0.0596,0.0346,0.0108,100,0.118,21,1.29,-0.72,-0.11,10,2022-06-19,"US Open"
"Sam Burns",22991935,8300,80.79,56.35,18.8,76,24,49.4,4.7,54,0.79,17.0697783140536,1.798,25,0.022,0.002,-0.01,-0.253,-0.04,0.024,0.004,0.043,0.072,1.601,0.6976,0.0155,0.4652,0.347,0.1963,0.108,0.0675,0.0235,27,0.2363,53,2.83,0.9,0.14,19,2022-06-19,"US Open"
"Tony Finau",22991936,8200,68.65,58.35,15.7,77.5,24.5,47.6,4.4,51.9,0.69,12.0349116565485,1.478,32,0,-0.023,-0.057,0.037,-0.04,0.019,0.01,0.031,0.06,1.561,0.695,0.0118,0.4543,0.3298,0.1824,0.0955,0.0578,0.0193,100,0.2021,19.5,2.35,0.51,0.08,16,2022-06-19,"US Open"
"Max Homa",22991937,8100,75.8,53.21,17.6,73.5,23,44.2,3.4,47.6,0.44,13.1016998807883,1.385,31,0.004,0.007,0.032,-0.201,-0.04,0.019,-0.004,0.03,0.045,1.162,0.6575,0.0166,0.3833,0.2696,0.1407,0.0716,0.0427,0.0132,47,0.192,47.5,1.63,-0.12,-0.02,18,2022-06-19,"US Open"
"Tyrrell Hatton",22991938,8000,71.82,53.4,3.3,74,23,41.6,2.7,44.4,0.26,5.7364228099368,1.044,30,0.007,0.011,0.007,-0.132,-0.04,0.008,0.016,0.025,0.049,0.887,0.5731,0.0064,0.2942,0.1941,0.0925,0.0429,0.0248,0.0071,56,0.0382,39,0.89,-0.76,-0.11,3,2022-06-19,"US Open"
"Bryson DeChambeau",22991939,7900,46.92,45.56,0.72,68.5,21,35.3,1.6,37,-0.14,3.67654318688369,0.556,28,0.013,0.018,-0.403,0.008,-0.04,0.06,0.038,-0.01,0.087,0.21,0.444,0.0032,0.164,0.0963,0.0394,0.0163,0.0088,0.0022,56,0.015,37,0.28,-1.27,-0.19,1,2022-06-19,"US Open"
"Corey Conners",22991940,7900,69.97,56.24,15.6,75.5,24,46.6,4.1,50.7,0.71,10.6788863999567,1.525,30,0.007,0.002,-0.038,-0.078,-0.04,0.005,-0.033,0.03,0.001,1.387,0.6677,0.0096,0.4125,0.2922,0.1522,0.0779,0.0459,0.0153,100,0.1364,21.5,1.94,0.39,0.06,16,2022-06-19,"US Open"
"Mito Pereira",22991941,7800,71.17,55.21,15.2,75.5,23.5,45,3.6,48.5,0.6,8.57285329000516,1.238,27,0.018,0.007,-0.038,0.017,-0.04,0.011,-0.025,0.028,0.014,1.239,0.6391,0.0091,0.3734,0.2584,0.1311,0.0655,0.0377,0.0111,100,0.1291,21.5,1.42,-0.02,0,15,2022-06-19,"US Open"
"Aaron Wise",22991942,7800,70.91,51.96,11.4,72.5,22.5,45.3,3.6,48.9,0.63,9.1864137667458,1.209,25,0.022,0.046,-0.016,-0.052,-0.04,0.014,-0.005,0.033,0.043,1.23,0.6702,0.0165,0.4018,0.2866,0.1503,0.0779,0.047,0.0153,27,0.0899,57,1.96,0.52,0.08,11,2022-06-19,"US Open"
"Tommy Fleetwood",22991944,7700,71.8,55.34,13.5,75.5,23.5,43.7,3.3,47,0.54,8.46082957345004,1.206,31,0.004,0.025,-0.032,-0.099,-0.04,0.012,0.002,0.027,0.041,1.161,0.6282,0.0078,0.3528,0.2413,0.1182,0.0565,0.0327,0.0092,100,0.1751,14,1.19,-0.14,-0.02,13,2022-06-19,"US Open"
